-4.06,2017,01,01,00,30,02
-6,2017,01,01,04,30,02
-6.25,2017,01,01,08,30,02
0.56,2017,01,01,12,30,02
0.25,2017,01,01,16,30,02
-2.94,2017,01,01,20,30,02
-4.63,2017,01,02,00,30,02
-4.69,2017,01,02,04,30,02
-5.56,2017,01,02,08,30,02
0.19,2017,01,02,12,30,02
0.94,2017,01,02,16,30,02
0.44,2017,01,02,20,30,02
0.13,2017,01,03,00,30,01
-0.13,2017,01,03,04,30,02
-0.19,2017,01,03,08,30,02
2,2017,01,03,12,30,02
-1,2017,01,03,16,30,01
-1.38,2017,01,03,20,30,02
-0.31,2017,01,04,00,30,02
0.19,2017,01,04,04,30,01
1.38,2017,01,04,08,30,02
2.5,2017,01,04,12,30,01
0.56,2017,01,04,16,30,02
0.25,2017,01,04,20,30,02
0.25,2017,01,05,00,30,02
-1.06,2017,01,05,04,30,02
-2.31,2017,01,05,08,30,02
-0.19,2017,01,05,12,30,02
-2.25,2017,01,05,16,30,02
-3.13,2017,01,05,20,30,02
-4.38,2017,01,06,00,30,02
-6.38,2017,01,06,04,30,02
-7.19,2017,01,06,08,30,02
-5.06,2017,01,06,12,30,01
-5,2017,01,06,16,30,02
-11.81,2017,01,06,20,30,02
-14.31,2017,01,07,00,30,01
-13.13,2017,01,07,04,30,01
-12.81,2017,01,07,08,30,02
-8.69,2017,01,07,12,30,02
-6.94,2017,01,07,16,30,02
-6.25,2017,01,07,20,30,02
-6,2017,01,08,00,30,02
-5.13,2017,01,08,04,30,02
-3.63,2017,01,08,08,30,02
-0.94,2017,01,08,12,30,02
-0.75,2017,01,08,16,30,02
-1.06,2017,01,08,20,30,01
-1.31,2017,01,09,00,30,02
-1.88,2017,01,09,04,30,02
-2.56,2017,01,09,08,30,02
-1.38,2017,01,09,12,30,02
-1.13,2017,01,09,16,30,02
-1.44,2017,01,09,20,30,02
-1.75,2017,01,10,00,30,02
-2.44,2017,01,10,04,30,02
-5.31,2017,01,10,08,30,02
-3,2017,01,10,12,30,02
-2.25,2017,01,10,16,30,02
-2.38,2017,01,10,20,30,02
-3.13,2017,01,11,00,30,02
-2.56,2017,01,11,04,30,02
-2.56,2017,01,11,08,30,02
-0.63,2017,01,11,12,30,02
-0.19,2017,01,11,16,30,02
1,2017,01,11,20,30,02
2.19,2017,01,12,00,30,02
1.63,2017,01,12,04,30,02
1.69,2017,01,12,08,30,02
4.5,2017,01,12,12,30,01
3.19,2017,01,12,16,30,02
2,2017,01,12,20,30,02
2.31,2017,01,13,00,30,02
3.31,2017,01,13,04,30,02
2.94,2017,01,13,08,30,02
2.56,2017,01,13,12,30,02
1.38,2017,01,13,16,30,02
0,2017,01,13,20,30,02
0.06,2017,01,14,00,30,02
-0.81,2017,01,14,04,30,02
0,2017,01,14,08,30,02
0.75,2017,01,14,12,30,02
1.06,2017,01,14,16,30,02
-0.56,2017,01,14,20,30,02
-1.19,2017,01,15,00,30,02
-1.25,2017,01,15,04,30,02
-1.31,2017,01,15,08,30,02
0.69,2017,01,15,12,30,02
-1.56,2017,01,15,16,30,02
-1.69,2017,01,15,20,30,01
-2.5,2017,01,16,00,30,02
-2.75,2017,01,16,04,30,02
-3.19,2017,01,16,08,30,02
-1.44,2017,01,16,12,30,01
-1.06,2017,01,16,16,30,02
-1.44,2017,01,16,20,30,02
-2.06,2017,01,17,00,30,02
-2.38,2017,01,17,04,30,02
-2.75,2017,01,17,08,30,01
-2.25,2017,01,17,12,30,02
-2.44,2017,01,17,16,30,02
-3.38,2017,01,17,20,30,02
-3.81,2017,01,18,00,30,02
-3.81,2017,01,18,04,30,02
-6.56,2017,01,18,08,30,02
-3,2017,01,18,12,30,02
-2.63,2017,01,18,16,30,02
-3.13,2017,01,18,20,30,01
-3.19,2017,01,19,00,30,02
-7.63,2017,01,19,04,30,02
-8.94,2017,01,19,08,30,02
-4.19,2017,01,19,12,30,02
-4.81,2017,01,19,16,30,02
-9.25,2017,01,19,20,30,02
-10.94,2017,01,20,00,30,02
-9.63,2017,01,20,04,30,02
-8.94,2017,01,20,08,30,02
-5.88,2017,01,20,12,30,02
-5.94,2017,01,20,16,30,02
-9.75,2017,01,20,20,30,02
-11.75,2017,01,21,00,30,02
-10.56,2017,01,21,04,30,02
-10.13,2017,01,21,08,30,02
-6.44,2017,01,21,12,30,01
-5.69,2017,01,21,16,30,01
-9.13,2017,01,21,20,30,02
-7.44,2017,01,22,00,30,02
-8.44,2017,01,22,04,30,02
-9.31,2017,01,22,08,30,02
-6.81,2017,01,22,12,30,01
-5.56,2017,01,22,16,30,02
-9.81,2017,01,22,20,30,01
-11.56,2017,01,23,00,30,01
-12.69,2017,01,23,04,30,02
-12.88,2017,01,23,08,30,02
-7.19,2017,01,23,12,30,02
-5.06,2017,01,23,16,30,02
-9.56,2017,01,23,20,30,02
-11,2017,01,24,00,30,01
-9.63,2017,01,24,04,30,02
-8.63,2017,01,24,08,30,02
-6.63,2017,01,24,12,30,02
-6.19,2017,01,24,16,30,02
-5.69,2017,01,24,20,30,02
-6,2017,01,25,00,30,02
-6.75,2017,01,25,04,30,02
-7.56,2017,01,25,08,30,02
-5.88,2017,01,25,12,30,02
-5,2017,01,25,16,30,02
-4.63,2017,01,25,20,30,02
-6.25,2017,01,26,00,30,02
-7,2017,01,26,04,30,02
-7.88,2017,01,26,08,30,02
-4.31,2017,01,26,12,30,02
-2.31,2017,01,26,16,30,02
-7.44,2017,01,26,20,30,01
-9,2017,01,27,00,30,01
-11.31,2017,01,27,04,30,02
-12.56,2017,01,27,08,30,02
-3.13,2017,01,27,12,30,01
-1.13,2017,01,27,16,30,02
-5.69,2017,01,27,20,30,02
-9.44,2017,01,28,00,30,02
-11.44,2017,01,28,04,30,02
-12.31,2017,01,28,08,30,02
-4,2017,01,28,12,30,01
-1.38,2017,01,28,16,30,02
-5.56,2017,01,28,20,30,02
-8,2017,01,29,00,30,02
-10.25,2017,01,29,04,30,02
-11.06,2017,01,29,08,30,02
-1.94,2017,01,29,12,30,02
0.81,2017,01,29,16,30,01
-3,2017,01,29,20,30,02
-5.38,2017,01,30,00,30,02
-6.13,2017,01,30,04,30,02
-7.19,2017,01,30,08,30,02
-0.69,2017,01,30,12,30,02
1.75,2017,01,30,16,30,02
1.38,2017,01,30,20,30,02
2.06,2017,01,31,00,30,02
3.06,2017,01,31,04,30,02
3.44,2017,01,31,08,30,01
3.69,2017,01,31,12,30,02
3.69,2017,01,31,16,30,02
3.38,2017,01,31,20,30,02
